lemma;lemma-href;;
cursus trispondiacus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04793.php;Klik;
cursus velox;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04792.php;Klik;
curtain raiser;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03550.php;Klik;
custode;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00390.php;Klik;
cyber(punk);https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03553.php;Klik;
cybernarratologie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04901.php;Klik;
cyclisch gedicht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02104.php;Klik;
cyclus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02105.php;Klik;
dactylus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02106.php;Klik;
dadaïsme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00767.php;Klik;
dagblad;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00768.php;Klik;
dagboek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00769.php;Klik;
dagboekroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00770.php;Klik;
dagelied;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00392.php;Klik;
dageraadslied;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00392.php;Klik;
dalend metrum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03316.php;Klik;
dalend ritme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03316.php;Klik;
daling;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02107.php;Klik;
damesroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03341.php;Klik;
dandyisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00771.php;Klik;
DANS;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02582.php;Klik;
danslied;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02108.php;Klik;
database;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00393.php;Klik;
DBNL;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02583.php;Klik;
DDC;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00408.php;Klik;
debat;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00772.php;Klik;
debuut;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00773.php;Klik;
decadentie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00774.php;Klik;
decasyllabe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02109.php;Klik;
decimo-sexto;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01769.php;Klik;
declamatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02110.php;Klik;
declamatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05372.php;Klik;
deconstructie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00587.php;Klik;
decoratie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00396.php;Klik;
decorum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03554.php;Klik;
dedicatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01468.php;Klik;
deel voor het geheel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02491.php;Klik;
deel voor het geheel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02878.php;Klik;
deelwerk;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00398.php;Klik;
definitie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03342.php;Klik;
deixis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04627.php;Klik;
deknaam;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02663.php;Klik;
delectare;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02111.php;Klik;
deletio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00405.php;Klik;
demonstratio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00399.php;Klik;
denominatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02397.php;Klik;
denotatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02112.php;Klik;
dénouement;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03098.php;Klik;
deprecatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00400.php;Klik;
dérimage;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01461.php;Klik;
derivatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00991.php;Klik;
descriptieve bibliografie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00403.php;Klik;
descriptieve stilistiek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05388.php;Klik;
descriptio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00550.php;Klik;
descriptio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00551.php;Klik;
desis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00514.php;Klik;
destinataris;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00404.php;Klik;
detectiveroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00775.php;Klik;
determinisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03343.php;Klik;
detractio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00405.php;Klik;
deus ex machina;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00776.php;Klik;
deuteragonist;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00728.php;Klik;
devies-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01174.php;Klik;
devies-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02413.php;Klik;
Dewey;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00408.php;Klik;
diachronie/synchronie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03560.php;Klik;
diacope;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02113.php;Klik;
diaeresis-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03562.php;Klik;
diaeresis-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03563.php;Klik;
diaeresis-3;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03564.php;Klik;
diafora-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04828.php;Klik;
diafora-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04827.php;Klik;
diakritische tekens-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00409.php;Klik;
diakritische tekens-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00410.php;Klik;
dialectica;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00411.php;Klik;
dialectliteratuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03345.php;Klik;
dialoefe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02260.php;Klik;
dialogisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03566.php;Klik;
dialoog;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00777.php;Klik;
diarium;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00769.php;Klik;
diastole;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05245.php;Klik;
diatesseron;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00524.php;Klik;
diatribe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02114.php;Klik;
diatyposis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00712.php;Klik;
dibrachys;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05350.php;Klik;
dicatalectisch;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02115.php;Klik;
dichoree;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03583.php;Klik;
dichoreus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02116.php;Klik;
dicht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00917.php;Klik;
dichter;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02117.php;Klik;
dichterlijke taal;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02118.php;Klik;
dichterlijke vrijheid;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02122.php;Klik;
dichtgenootschap;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00413.php;Klik;
dichtkunst;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02121.php;Klik;
dictaat;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00414.php;Klik;
dictée intérieure;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00415.php;Klik;
dicteerfout;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00416.php;Klik;
dictie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02123.php;Klik;
didactische literatuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00778.php;Klik;
didascalia;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03570.php;Klik;
diegesis-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04894.php;Klik;
diëgesis-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04894.php;Klik;
diegesis-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03572.php;Klik;
dienstboderoman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03346.php;Klik;
diepdruk;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00417.php;Klik;
dieptestructuur/oppervlaktestructuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03573.php;Klik;
dierendicht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00676.php;Klik;
dierenepiek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00677.php;Klik;
dierenfabel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00678.php;Klik;
dierengedicht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05060.php;Klik;
dierenrijmpje;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05060.php;Klik;
dierenroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00679.php;Klik;
dierensprookje;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00680.php;Klik;
dierenverhaal;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00681.php;Klik;
Diets;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00432.php;Klik;
dieventaal;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05197.php;Klik;
différence/différance;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03574.php;Klik;
digesta;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00433.php;Klik;
digital humanities;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04994.php;Klik;
digressie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00435.php;Klik;
digressio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00435.php;Klik;
diiambe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05349.php;Klik;
dilettantisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03577.php;Klik;
dimeter;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05351.php;Klik;
diminutie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03205.php;Klik;
Dinggedicht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00682.php;Klik;
dinumeratio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00697.php;Klik;
dionysisch;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02017.php;Klik;
diploma;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00478.php;Klik;
diplomatiek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01464.php;Klik;
diplomatische editie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00438.php;Klik;
dipodie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02125.php;Klik;
diptychon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00439.php;Klik;
dirae;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03579.php;Klik;
directe lyriek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04584.php;Klik;
directe rede;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03353.php;Klik;
dirge;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02149.php;Klik;
disclaimer;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04880.php;Klik;
discontinue vertelwijze;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02929.php;Klik;
discours;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00589.php;Klik;
discours social;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00590.php;Klik;
disiunctio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02287.php;Klik;
disjunctie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02287.php;Klik;
dislocatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05211.php;Klik;
dispondee;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05352.php;Klik;
dispositio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00440.php;Klik;
disputatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00442.php;Klik;
disputatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00442.php;Klik;
dissertatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00443.php;Klik;
dissimulatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00683.php;Klik;
dissolutio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02021.php;Klik;
dissonantie-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02127.php;Klik;
dissonantie-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04900.php;Klik;
distant reading;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05062.php;Klik;
distantie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03347.php;Klik;
Distanzstellung;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02129.php;Klik;
distichomythie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00779.php;Klik;
distichon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02138.php;Klik;
distinctio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00444.php;Klik;
distributiefout;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00445.php;Klik;
distributio-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02319.php;Klik;
distributio-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05348.php;Klik;
dit(s);https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03582.php;Klik;
dithyrambe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02139.php;Klik;
ditrochee;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03583.php;Klik;
dittografie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00447.php;Klik;
dittologie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03188.php;Klik;
divan;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03584.php;Klik;
diverbium;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04688.php;Klik;
dizain;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03585.php;Klik;
D-nummer;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00448.php;Klik;
dobbelsteert;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00449.php;Klik;
docere;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00450.php;Klik;
docilem parare;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00451.php;Klik;
doctrinael;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00452.php;Klik;
docu novel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05440.php;Klik;
docudrama;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03586.php;Klik;
documentary fallacy;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04848.php;Klik;
documentatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00453.php;Klik;
documententheater;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03586.php;Klik;
dode metafoor;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04889.php;Klik;
dodecasyllabe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02140.php;Klik;
dodendans;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00454.php;Klik;
dodengesprek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00455.php;Klik;
dodenklacht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02149.php;Klik;
dogberryisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04845.php;Klik;
doggerel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00593.php;Klik;
DOI;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05063.php;Klik;
doktersroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00780.php;Klik;
dolce stil n(u)ovo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00456.php;Klik;
don contraignant;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00457.php;Klik;
doopsgezinde literatuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00458.php;Klik;
doorleesteken;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01488.php;Klik;
doorlooptheater;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04914.php;Klik;
Doppelweg-structuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00459.php;Klik;
dorpsnovelle;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00781.php;Klik;
dorpsroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00782.php;Klik;
dossier-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00460.php;Klik;
dossier-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00461.php;Klik;
dossierroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00462.php;Klik;
double entendre;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00597.php;Klik;
doubleren;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00463.php;Klik;
doublet-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00464.php;Klik;
doublet-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00465.php;Klik;
doublet-3;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00596.php;Klik;
doxa;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05064.php;Klik;
doxologie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03589.php;Klik;
draadlijnen;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02309.php;Klik;
draaiboek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00783.php;Klik;
drama;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00784.php;Klik;
dramatheorie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00785.php;Klik;
dramatiek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00786.php;Klik;
